GameCode,DateFormat,Hour,TablesOcc,TablesOpen,TablesClosed,HeadCount,DayOfWeek,DayNumber
CR,8/29/2011,10,1,1,5,8,2,29
CR,8/29/2011,11,3,3,3,15,2,29
CR,8/29/2011,12,3,3,3,18,2,29
CR,8/29/2011,13,2,3,3,16,2,29
CR,8/29/2011,14,3,3,3,17,2,29
CR,8/29/2011,15,3,3,3,30,2,29
CR,8/29/2011,16,3,3,3,26,2,29
CR,8/29/2011,17,2,3,3,19,2,29
CR,8/29/2011,18,2,3,3,11,2,29
CR,8/29/2011,19,3,3,3,17,2,29
CR,8/29/2011,20,3,3,3,28,2,29
CR,8/29/2011,21,4,4,2,47,2,29
CR,8/29/2011,22,4,4,2,54,2,29
CR,8/29/2011,23,4,4,2,33,2,29
C4,8/30/2011,0,1,1,0,5,3,30
C4,8/30/2011,1,1,1,0,1,3,30
C4,8/30/2011,2,1,1,0,3,3,30
C4,8/30/2011,3,1,1,0,2,3,30
C4,8/30/2011,4,0,0,1,0,3,30
C4,8/30/2011,5,0,0,1,0,3,30
C4,8/30/2011,6,0,0,1,0,3,30
C4,8/30/2011,7,0,0,1,0,3,30
C4,8/30/2011,8,0,0,1,0,3,30
C4,8/30/2011,9,0,0,1,0,3,30
C4,8/30/2011,10,0,0,1,0,3,30
C4,8/30/2011,11,0,0,1,0,3,30
C4,8/30/2011,12,1,1,0,4,3,30
C4,8/30/2011,13,1,1,0,4,3,30
C4,8/30/2011,14,1,1,0,3,3,30
C4,8/30/2011,15,1,1,0,3,3,30
C4,8/30/2011,16,1,1,0,2,3,30
C4,8/30/2011,17,1,1,0,2,3,30
C4,8/30/2011,18,1,1,0,1,3,30
C4,8/30/2011,19,1,1,0,1,3,30
C4,8/30/2011,20,1,1,0,4,3,30
C4,8/30/2011,21,1,1,0,4,3,30
C4,8/30/2011,22,1,1,0,4,3,30
C4,8/30/2011,23,1,1,0,2,3,30
CR,8/30/2011,0,4,4,2,36,3,30
CR,8/30/2011,1,4,4,2,28,3,30
CR,8/30/2011,2,3,3,3,14,3,30
CR,8/30/2011,3,2,2,4,15,3,30
CR,8/30/2011,4,2,2,4,12,3,30
CR,8/30/2011,5,0,1,5,0,3,30
CR,8/30/2011,6,0,1,5,0,3,30
CR,8/30/2011,7,1,1,5,1,3,30
CR,8/30/2011,8,1,1,5,6,3,30
CR,8/30/2011,9,1,1,5,1,3,30
CR,8/30/2011,10,1,1,5,3,3,30
CR,8/30/2011,11,2,2,4,8,3,30
CR,8/30/2011,12,3,3,3,20,3,30
CR,8/30/2011,13,3,3,3,11,3,30
CR,8/30/2011,14,3,3,3,14,3,30
CR,8/30/2011,15,3,3,3,12,3,30
CR,8/30/2011,16,3,3,3,14,3,30
CR,8/30/2011,17,3,3,3,11,3,30
CR,8/30/2011,18,3,3,3,24,3,30
CR,8/30/2011,19,3,3,3,18,3,30
CR,8/30/2011,20,3,3,3,25,3,30
CR,8/30/2011,21,4,4,2,39,3,30
CR,8/30/2011,22,3,4,2,34,3,30
CR,8/30/2011,23,4,4,2,17,3,30
C4,8/31/2011,0,1,1,0,1,4,31
C4,8/31/2011,1,1,1,0,5,4,31
C4,8/31/2011,2,1,1,0,2,4,31
C4,8/31/2011,3,0,1,0,0,4,31
C4,8/31/2011,4,0,1,0,0,4,31
C4,8/31/2011,5,0,0,1,0,4,31
C4,8/31/2011,6,0,0,1,0,4,31
C4,8/31/2011,7,0,0,1,0,4,31
C4,8/31/2011,8,0,0,1,0,4,31
C4,8/31/2011,9,0,0,1,0,4,31
C4,8/31/2011,10,0,0,1,0,4,31
C4,8/31/2011,11,0,0,1,0,4,31
C4,8/31/2011,12,1,1,0,2,4,31
C4,8/31/2011,13,1,1,0,2,4,31
C4,8/31/2011,14,1,1,0,3,4,31
C4,8/31/2011,15,1,1,0,3,4,31
C4,8/31/2011,16,1,1,0,4,4,31
C4,8/31/2011,17,1,1,0,2,4,31
C4,8/31/2011,18,1,1,0,1,4,31
C4,8/31/2011,19,1,1,0,2,4,31
C4,8/31/2011,20,1,1,0,3,4,31
C4,8/31/2011,21,1,1,0,1,4,31
C4,8/31/2011,22,0,1,0,0,4,31
C4,8/31/2011,23,1,1,0,2,4,31
CR,8/31/2011,0,4,4,2,37,4,31
CR,8/31/2011,1,3,3,3,29,4,31
CR,8/31/2011,2,2,2,4,15,4,31
CR,8/31/2011,3,1,2,4,5,4,31
CR,8/31/2011,4,1,1,5,4,4,31
CR,8/31/2011,5,1,1,5,6,4,31
CR,8/31/2011,6,1,1,5,6,4,31
CR,8/31/2011,7,1,1,5,3,4,31
CR,8/31/2011,8,1,1,5,1,4,31
CR,8/31/2011,9,1,1,5,5,4,31
CR,8/31/2011,10,1,1,5,3,4,31
CR,8/31/2011,11,2,2,4,10,4,31
CR,8/31/2011,12,3,3,3,13,4,31
CR,8/31/2011,13,3,3,3,15,4,31
CR,8/31/2011,14,3,3,3,22,4,31
CR,8/31/2011,15,2,3,3,11,4,31
CR,8/31/2011,16,3,3,3,17,4,31
CR,8/31/2011,17,3,3,3,11,4,31
CR,8/31/2011,18,3,3,3,18,4,31
CR,8/31/2011,19,3,3,3,14,4,31
CR,8/31/2011,20,4,4,2,25,4,31
CR,8/31/2011,21,4,4,2,52,4,31
CR,8/31/2011,22,4,4,2,25,4,31
CR,8/31/2011,23,4,4,2,38,4,31
